"GEOID","county","age_med","hh_income_med","ed_total","higher_ed","race_total","white","other_race","other_race_prop","other_race_min","higher_ed_prop","aging_q"
"18127","Porter County, Indiana",41,83395,122407,37126,174791,145318,29473,0.168618521548592,0,0.303299647895954,3
"18141","St. Joseph County, Indiana",36.6,60627,176754,56826,272234,195101,77133,0.283333455777015,0,0.321497674734377,1
"18157","Tippecanoe County, Indiana",28.8,54168,104919,38475,188717,142264,46453,0.246151645055824,0,0.366711463128699,1
"18163","Vanderburgh County, Indiana",38.8,57028,123681,36169,179744,146807,32937,0.183243946946769,0,0.292437803704692,2
"18167","Vigo County, Indiana",35.7,51125,67466,18207,106006,91109,14897,0.140529781333132,0,0.26986926748288,1
"18173","Warrick County, Indiana",40.7,79901,45065,16239,65185,59568,5617,0.0861701311651454,0,0.360346166648175,3
"18177","Wayne County, Indiana",40.8,49024,45333,7379,66273,57638,8635,0.130294388363285,0,0.162773255685704,3
"19013","Black Hawk County, Iowa",35.8,60529,82378,26520,130274,104098,26176,0.200930346807498,0,0.321930612542184,1
"19049","Dallas County, Iowa",36.2,105132,71723,39789,108016,92125,15891,0.147117093763887,0,0.554759282238612,1
"19061","Dubuque County, Iowa",39.5,73671,66996,22469,98677,88130,10547,0.106884076329844,0,0.335378231536211,2
"19103","Johnson County, Iowa",31,74140,93959,51692,156420,121145,35275,0.225514640071602,0,0.550154854777084,1
"19113","Linn County, Iowa",39.3,72527,156869,57481,229033,192838,36195,0.158033995101143,0,0.366426763732796,2
"19153","Polk County, Iowa",36.3,77038,334429,137136,501089,380550,120539,0.240554073228508,0,0.410060132344982,1
"19155","Pottawattamie County, Iowa",40.4,68681,64098,15769,93173,80406,12767,0.137024674530175,0,0.246013916190833,3
"19163","Scott County, Iowa",38.9,66832,119593,44579,173924,139003,34921,0.200783100664658,0,0.372755930531051,2
"19169","Story County, Iowa",26.9,66033,52180,30922,99673,82770,16903,0.169584541450543,0,0.592602529704868,1
"19193","Woodbury County, Iowa",35.7,67817,69820,18017,105671,74552,31119,0.294489500430582,0,0.258049269550272,1
"20015","Butler County, Kansas",38.8,80853,45946,13409,68240,60664,7576,0.111019929660023,0,0.291842597832238,2
"20045","Douglas County, Kansas",31,65774,71473,34917,119964,94948,25016,0.208529225434297,0,0.488534131770039,1
"20091","Johnson County, Kansas",38.8,98523,425339,246373,619195,491067,128128,0.206926735519505,0,0.579239148067777,2
"20103","Leavenworth County, Kansas",39.7,77925,57333,20727,82892,66004,16888,0.203734980456498,0,0.361519543718277,3
"20161","Riley County, Kansas",25.5,53043,36214,16944,71108,53983,17125,0.240830848849637,0,0.467885348207875,1
"20173","Sedgwick County, Kansas",36.3,64286,343213,115796,525525,365269,160256,0.304944579230293,0,0.337388152546669,1
"20177","Shawnee County, Kansas",39.3,60544,120306,36944,177480,131637,45843,0.258299526707235,0,0.307083603477798,2
"20209","Wyandotte County, Kansas",34.9,59362,106068,24162,165746,69830,95916,0.578692698466328,1,0.227797262133726,1
"21015","Boone County, Kentucky",37.7,89931,92419,33010,139093,118264,20829,0.149748729267469,0,0.35717763663316,2
"21029","Bullitt County, Kentucky",41.8,76810,60221,12848,83836,76921,6915,0.0824824657664965,0,0.213347503362614,3
"21037","Campbell County, Kentucky",39.8,72967,66308,26097,93300,84427,8873,0.095101822079314,0,0.393572419617542,3
"21047","Christian County, Kentucky",28.5,60767,41122,8978,73037,48970,24067,0.329517915577036,0,0.218325956908711,1
"21059","Daviess County, Kentucky",39,66837,69927,17194,103222,88903,14319,0.138720427815776,0,0.245884994351252,2
"21067","Fayette County, Kentucky",35.6,62908,210094,101028,320347,223526,96821,0.302237885792594,0,0.480870467505022,1
"21093","Hardin County, Kentucky",38.7,60878,74400,18702,111862,85439,26423,0.236210688169352,0,0.251370967741935,2
"21111","Jefferson County, Kentucky",38.8,64619,538628,205981,773399,497268,276131,0.357035631026159,0,0.382417921088395,2
"21117","Kenton County, Kentucky",38,77099,116903,45051,170313,148807,21506,0.126273390757018,0,0.385370777482186,2
"21145","McCracken County, Kentucky",42.9,60935,46913,14985,67490,55292,12198,0.180737887094384,0,0.319421055997272,4
"21151","Madison County, Kentucky",34.4,60685,60613,20459,95187,85037,10150,0.106632208179688,0,0.337534852259416,1
"21185","Oldham County, Kentucky",40.2,115187,47899,21728,69431,60843,8588,0.123691146605983,0,0.453621161193344,3
"21199","Pulaski County, Kentucky",43.1,44649,46701,7910,65795,61673,4122,0.0626491374724523,0,0.169375388107321,4
"21227","Warren County, Kentucky",33.5,59784,86424,27307,139843,107489,32354,0.231359453100978,0,0.31596547255392,1
"22005","Ascension Parish, Louisiana",36.6,79515,86336,24758,130458,86017,44441,0.340653696975272,0,0.286763343217198,1
"22015","Bossier Parish, Louisiana",38,62421,86021,24478,129276,85173,44103,0.341153810452056,0,0.284558421780728,2
"22017","Caddo Parish, Louisiana",38.7,46967,157002,38770,229025,100357,128668,0.561807662918895,1,0.246939529432746,2
"22019","Calcasieu Parish, Louisiana",37.5,62197,134552,32805,202418,131886,70532,0.348447272475768,0,0.243809084963434,2
"22033","East Baton Rouge Parish, Louisiana",34.3,61387,282183,108161,450544,192992,257552,0.571646720409105,1,0.383300907567075,1
"22045","Iberia Parish, Louisiana",40.1,43513,45156,5807,68327,39085,29242,0.427971372956518,0,0.128598635840198,3
"22051","Jefferson Parish, Louisiana",40.3,61397,300465,95313,425884,220308,205576,0.482704210536202,0,0.317218311616994,3
"22055","Lafayette Parish, Louisiana",36.6,56496,167871,62040,247866,158707,89159,0.359706454293852,0,0.369569490859052,1
"22057","Lafourche Parish, Louisiana",40.9,58593,66483,15600,95870,73169,22701,0.236789402315636,0,0.234646450972429,3
"22063","Livingston Parish, Louisiana",36.3,73126,98194,20370,148425,124605,23820,0.160485093481556,0,0.207446483491863,1
"22071","Orleans Parish, Louisiana",38.8,52322,263713,114846,369749,116997,252752,0.683577237531406,1,0.435496164390834,2
"22073","Ouachita Parish, Louisiana",36.5,45840,103628,29639,157702,89480,68222,0.432600727955257,0,0.286013432662987,1
"22079","Rapides Parish, Louisiana",37.9,58161,84026,21733,127189,78123,49066,0.385772354527514,0,0.258646133339681,2
"22097","St. Landry Parish, Louisiana",38.3,41976,52252,8292,81773,43470,38303,0.468406442224206,0,0.158692490239608,2
"22103","St. Tammany Parish, Louisiana",40,76269,188795,68299,273263,201223,72040,0.263628811804013,0,0.361762758547631,3
"22105","Tangipahoa Parish, Louisiana",35.9,55391,88965,18091,137048,84002,53046,0.387061467515031,0,0.203349631877705,1
"22109","Terrebonne Parish, Louisiana",39.2,57299,70300,13626,104786,67849,36937,0.352499379688126,0,0.193826458036984,2
"23001","Androscoggin County, Maine",41.6,63438,78671,18328,113023,99055,13968,0.123585464905373,0,0.232970217742243,3
"23003","Aroostook County, Maine",49.1,51395,51033,11931,67255,62512,4743,0.0705226377221024,0,0.233789900652519,4
"23005","Cumberland County, Maine",42.4,89345,228044,122325,307451,270707,36744,0.119511727071956,0,0.536409640244865,4
"23011","Kennebec County, Maine",44.1,62943,91649,27704,125540,115451,10089,0.0803648239604907,0,0.302283712861024,4
"23019","Penobscot County, Maine",42.7,61134,111694,30737,153704,141592,12112,0.078800811950242,0,0.275189356635092,4
"23031","York County, Maine",45,81928,162849,61772,216732,198098,18634,0.0859771515050846,0,0.379320720421986,4
"24001","Allegany County, Maryland",42.2,46913,47997,10908,67267,58254,9013,0.133988434150475,0,0.227264204012751,4
"24003","Anne Arundel County, Maryland",39.2,113125,414905,198251,593286,379833,213453,0.359780948817265,0,0.477822634096962,2
"24005","Baltimore County, Maryland",40,86526,587546,253613,846161,447453,398708,0.471196379885152,0,0.431647905015097,3
"24009","Calvert County, Maryland",40.1,120097,65086,23108,94573,71728,22845,0.24155943028137,0,0.355037949789509,3
"24013","Carroll County, Maryland",41.3,104942,121948,48923,175305,148758,26547,0.151433216394284,0,0.401179191130646,3
"24015","Cecil County, Maryland",41.4,86292,74003,21435,104942,84358,20584,0.196146442796974,0,0.289650419577585,3
"24017","Charles County, Maryland",38.3,115880,116368,37865,170102,56630,113472,0.667082103678969,1,0.325390141619689,2
"24021","Frederick County, Maryland",39.6,119122,196560,93266,287079,193459,93620,0.326112324482111,0,0.47449124949125,3
"24025","Harford County, Maryland",41,100915,186049,75407,263867,192658,71209,0.269867016337776,0,0.405307204016146,3
"24027","Howard County, Maryland",39.8,133438,228681,149040,335411,157862,177549,0.529347576555331,1,0.651737573300799,3
"24031","Montgomery County, Maryland",40.3,118323,731658,445874,1052521,444783,607738,0.577411757105084,1,0.609402207042088,3
"24033","Prince George's County, Maryland",39,94441,654522,241562,946971,116956,830015,0.876494633943384,1,0.369066280430604,2
"24037","St. Mary's County, Maryland",37.3,113717,78147,31710,114877,82120,32757,0.285148463138835,0,0.405773734116473,2
"24043","Washington County, Maryland",41.5,69244,108430,27059,155590,116888,38702,0.248743492512372,0,0.249552706815457,3
"24045","Wicomico County, Maryland",37.3,72198,65483,20670,104664,63168,41496,0.396468699839486,0,0.315654444665028,2
"24510","Baltimore city, Maryland",36.5,55198,400435,139302,569931,154147,415784,0.729533926036661,1,0.347876684106035,1
"25001","Barnstable County, Massachusetts",55.7,91438,185243,92750,232457,199848,32609,0.140279707644855,0,0.500693683432032,4
"25003","Berkshire County, Massachusetts",49.4,74176,96703,37741,127859,111666,16193,0.126647322441127,0,0.390277447442168,4
"25005","Bristol County, Massachusetts",40.9,81551,411254,127763,580068,446952,133116,0.229483439872567,0,0.310666887130581,3
"25009","Essex County, Massachusetts",41.2,92413,567052,235957,806765,538808,267957,0.332137611324239,0,0.416111749892426,3
"25011","Franklin County, Massachusetts",47.5,70306,54249,22270,70894,63661,7233,0.102025559285694,0,0.410514479529577,4
"25013","Hampden County, Massachusetts",39.5,63866,319900,95504,461041,287621,173420,0.37614875900408,0,0.298543294779619,2
"25015","Hampshire County, Massachusetts",37.3,82078,101614,53867,162588,134433,28155,0.17316776145841,0,0.53011396067471,2
"25017","Middlesex County, Massachusetts",39.3,118800,1147738,678222,1617105,1090343,526762,0.325743844710146,0,0.59092057595026,2
"25021","Norfolk County, Massachusetts",40.9,115969,514341,293172,725531,505989,219542,0.302594927025861,0,0.569995392162009,3
"25023","Plymouth County, Massachusetts",43,103173,378068,161778,533069,408840,124229,0.233044877867593,0,0.427907148978491,4
"25025","Suffolk County, Massachusetts",34.1,85358,538073,268356,766381,348440,417941,0.545343634562965,1,0.498735301715566,1
"25027","Worcester County, Massachusetts",40.6,86258,605658,228258,862927,637541,225386,0.261187794564314,0,0.376876058765838,3
"26005","Allegan County, Michigan",41.1,75901,84656,21993,121210,106562,14648,0.12084811484201,0,0.259792572292572,3
"26017","Bay County, Michigan",43.8,55134,74767,16713,102821,92081,10740,0.104453370420439,0,0.223534447015394,4
"26021","Berrien County, Michigan",42.2,61333,107856,32753,152900,111737,41163,0.269215173315893,0,0.303673416407061,4
"26025","Calhoun County, Michigan",39.9,59522,91659,21869,133289,102445,30844,0.231406942808484,0,0.238590863963168,3
"26037","Clinton County, Michigan",40.9,78702,55203,17633,79748,70405,9343,0.117156543110799,0,0.319421045957647,3
"26045","Eaton County, Michigan",42,71013,78109,22816,108992,88949,20043,0.183894230769231,0,0.292104623026796,4
"26049","Genesee County, Michigan",40.7,57003,280240,66902,401983,291048,110935,0.275969381789777,0,0.238731087639166,3
"26055","Grand Traverse County, Michigan",43.1,74344,70440,29270,96464,87212,9252,0.0959114280975286,0,0.415530948324815,4
"26065","Ingham County, Michigan",32.9,59823,174410,69513,284108,194507,89601,0.315376546946936,0,0.398560862335875,1
"26067","Ionia County, Michigan",41.3,75865,47056,9539,66809,57969,8840,0.132317502132946,0,0.202715912954777,3
"26075","Jackson County, Michigan",41.2,59059,112289,23864,160066,132104,27962,0.17469044019342,0,0.212523043218837,3
"26077","Kalamazoo County, Michigan",35,69584,165918,67410,261173,200383,60790,0.232757597454561,0,0.406285032365385,1
"26081","Kent County, Michigan",35.9,77028,443424,174548,659083,483179,175904,0.26689203029057,0,0.393636790070001,1
"26087","Lapeer County, Michigan",44.6,71551,64060,13110,88780,80463,8317,0.0936810092363145,0,0.204651888854199,4
"26091","Lenawee County, Michigan",42.3,67267,69730,16779,98567,87736,10831,0.109884646991387,0,0.240628137100244,4
"26093","Livingston County, Michigan",44,100139,141609,57748,196161,182452,13709,0.0698864708071431,0,0.407798939332952,4
"26099","Macomb County, Michigan",41.2,73830,624277,172439,874195,657263,216932,0.248150584251797,0,0.276221933532711,3
"26103","Marquette County, Michigan",38.9,61474,44551,16378,66661,60556,6105,0.0915827845366856,0,0.367623622365379,2
"26111","Midland County, Michigan",42.8,78487,60661,23227,83674,75496,8178,0.0977364533785883,0,0.382898402598045,4
"26115","Monroe County, Michigan",42.7,69563,111555,25008,155609,139197,16412,0.105469477986492,0,0.224176415221191,4
"26117","Montcalm County, Michigan",41.4,61967,48326,7792,67433,59426,8007,0.118740082748803,0,0.161238256838969,3
"26121","Muskegon County, Michigan",40,58074,122618,27518,176565,136477,40088,0.22704386486563,0,0.224420558156225,3
"26125","Oakland County, Michigan",41.7,90594,912407,461452,1269431,884191,385240,0.303474548833296,0,0.505752367090564,3
"26139","Ottawa County, Michigan",36.3,85652,190500,71256,300873,252144,48729,0.161958700182469,0,0.374047244094488,1
"26145","Saginaw County, Michigan",41.8,53646,130608,32171,188330,132719,55611,0.295284872298625,0,0.246317224059782,3
"26147","St. Clair County, Michigan",43.5,63510,115938,22544,160151,145137,15014,0.0937490243582619,0,0.194448757094309,4
"26155","Shiawassee County, Michigan",42.8,61564,48947,10335,68022,63801,4221,0.0620534532945224,0,0.21114675056694,4
"26159","Van Buren County, Michigan",42.1,60182,53355,12957,75692,61285,14407,0.190337155842097,0,0.242845094180489,4
"26161","Washtenaw County, Michigan",35.1,79665,235123,136130,366376,254200,112176,0.306177260519248,0,0.578973558520434,1
"26163","Wayne County, Michigan",38,55867,1194517,326489,1757043,865803,891240,0.507238582095031,1,0.273323025122288,2
"27003","Anoka County, Minnesota",38.9,92133,253572,77404,368864,275991,92873,0.251781144269975,0,0.305254523370088,2
"27013","Blue Earth County, Minnesota",31.6,68104,40913,14558,69631,59815,9816,0.1409716936422,0,0.355828220858896,1
"27019","Carver County, Minnesota",38.9,116158,73810,36285,110034,95453,14581,0.132513586709563,0,0.491600054193199,2
"27027","Clay County, Minnesota",35.1,81386,40946,15755,65929,56016,9913,0.150358719228261,0,0.384775069603869,1
"27035","Crow Wing County, Minnesota",45.6,66568,49331,16077,67948,63574,4374,0.0643727556366633,0,0.325900549350307,4
"27037","Dakota County, Minnesota",39,97501,302711,138040,443341,330431,112910,0.254679806289064,0,0.456012500371642,2
"27053","Hennepin County, Minnesota",37.7,89399,882259,471890,1260121,844022,416099,0.330205591367813,0,0.534865612025494,2
"27109","Olmsted County, Minnesota",37.9,86976,112724,54688,164020,127485,36535,0.222747225948055,0,0.485149568858451,2
"27123","Ramsey County, Minnesota",36.5,75113,364034,170436,536413,317608,218805,0.407903984429908,0,0.468187037474522,1
"27131","Rice County, Minnesota",37.3,76319,44018,13975,67693,54129,13564,0.200375223435215,0,0.317483756645009,2
"27137","St. Louis County, Minnesota",41.2,62704,137077,44254,199532,179813,19719,0.0988262534330333,0,0.322840447339816,3
"27139","Scott County, Minnesota",37.8,113311,101970,43629,154520,118528,35992,0.232927776339632,0,0.427861135628126,2
"27141","Sherburne County, Minnesota",36.3,96889,65548,20413,100824,86252,14572,0.144529080377688,0,0.311420638310856,1
"27145","Stearns County, Minnesota",35.4,71880,99134,30205,160405,131867,28538,0.177912159845391,0,0.304688603304618,1
"27163","Washington County, Minnesota",39.9,106509,190359,91417,275912,215329,60583,0.219573632172577,0,0.48023471440804,3
"27171","Wright County, Minnesota",37.7,93602,97453,31860,148003,130163,17840,0.120538097200732,0,0.326926826264969,2
"28033","DeSoto County, Mississippi",38.1,79747,127720,36365,191723,109148,82575,0.430699498756018,0,0.284724397118697,2
"28035","Forrest County, Mississippi",32.5,53464,47309,14339,78110,44393,33717,0.431660478811932,0,0.303092434843264,1
"28047","Harrison County, Mississippi",38.6,56041,142325,37256,211044,132980,78064,0.36989442959762,0,0.261767082381872,2
"28049","Hinds County, Mississippi",37.5,46672,143721,45328,217730,50925,166805,0.766109401552381,1,0.315388843662374,2
"28059","Jackson County, Mississippi",41,60966,99236,26051,144975,95729,49246,0.339686152784963,0,0.262515619331694,3
"28067","Jones County, Mississippi",38.8,59815,44334,9340,66569,42749,23820,0.35782421247127,0,0.21067352370641,2
"28073","Lamar County, Mississippi",37.2,59560,43305,14089,65783,47231,18552,0.282018150586018,0,0.325343493822884,2
"28075","Lauderdale County, Mississippi",40.4,49904,47886,12493,70904,35962,34942,0.492807175899808,0,0.260890448147684,3
"28081","Lee County, Mississippi",37.3,57229,54090,12914,82959,52205,30754,0.370713243891561,0,0.238750231096321,2
"28089","Madison County, Mississippi",38.8,76446,74643,35860,111113,60652,50461,0.454141279598247,0,0.480420133167209,2
"28121","Rankin County, Mississippi",39,72034,109215,38502,158979,113688,45291,0.284886683146831,0,0.352533992583436,2
"29019","Boone County, Missouri",32.4,62561,114607,59073,187690,144768,42922,0.228685598593425,0,0.515439720086906,1
"29021","Buchanan County, Missouri",38.4,56386,56791,13465,82911,65872,17039,0.205509522258808,0,0.237097427409273,2
"29031","Cape Girardeau County, Missouri",37.8,64679,54778,18983,82899,69542,13357,0.161123777126383,0,0.346544233086276,2
"29037","Cass County, Missouri",40.5,76601,76121,22390,110394,91419,18975,0.171884341540301,0,0.294136966146004,3
"29043","Christian County, Missouri",38.9,73047,63101,19657,93114,84262,8852,0.0950662628605795,0,0.31151645774235,2
"29047","Clay County, Missouri",38,77612,177758,62881,257033,203399,53634,0.208665813339143,0,0.353744979128928,2
"29051","Cole County, Missouri",40.6,70669,54271,19831,76969,60456,16513,0.214540919071314,0,0.365406939249323,3
"29071","Franklin County, Missouri",41.7,62694,74584,15090,105879,89424,16455,0.155413254753067,0,0.202322213879652,3
"29077","Greene County, Missouri",36.5,55098,200541,65845,303293,260261,43032,0.14188260197235,0,0.328336848823931,1
"29095","Jackson County, Missouri",37,62422,490221,167751,716531,446909,269622,0.376287976375063,0,0.342194642824359,1
"29097","Jasper County, Missouri",37.2,53486,81837,21915,124075,103097,20978,0.169075156155551,0,0.267788408666007,2
"29099","Jefferson County, Missouri",40,78568,159816,41341,229336,210790,18546,0.080868245718073,0,0.258678730540121,3
"29165","Platte County, Missouri",39.4,92386,76467,33394,110534,85909,24625,0.222782130385221,0,0.436711261066865,2
"29183","St. Charles County, Missouri",39.8,98831,287265,117421,413803,346352,67451,0.163002684852454,0,0.408754982333386,3
"29187","St. Francois County, Missouri",39.9,46775,47092,8335,66969,60985,5984,0.0893547760904299,0,0.176993969251678,3
"29189","St. Louis County, Missouri",40.4,79440,690184,332538,990414,621860,368554,0.372121153376265,0,0.481810647595424,3
"29510","St. Louis city, Missouri",36.8,52847,209581,87730,286578,132945,153633,0.536094885162155,1,0.418597105653661,1
"30013","Cascade County, Montana",38.8,58698,58201,16311,84864,71061,13803,0.162648472850679,0,0.280252916616553,2
"30029","Flathead County, Montana",41.5,65680,80003,28070,111814,102046,9768,0.0873593646591661,0,0.3508618426809,3
"30031","Gallatin County, Montana",33.8,83064,81345,43747,124857,112158,12699,0.101708354357385,0,0.537795807978364,1
"30049","Lewis and Clark County, Montana",41.3,72250,52986,23055,73832,67564,6268,0.0848954382923394,0,0.435114936020836,3
"30063","Missoula County, Montana",37.1,68305,82903,39057,121041,106819,14222,0.117497376921869,0,0.471116847399973,2
"30111","Yellowstone County, Montana",39,79283,118421,42015,169852,143828,26024,0.153215740762546,0,0.354793491019329,2
"31055","Douglas County, Nebraska",35.8,74250,385304,163807,586327,405032,181295,0.309204590612406,0,0.425137034653157,1
"31109","Lancaster County, Nebraska",34.7,66289,203607,83788,324756,266701,58055,0.178764980477651,0,0.411518268035971,1
"31153","Sarpy County, Nebraska",36,98603,127673,55024,196553,157318,39235,0.199615370917768,0,0.430976009023051,1
"32003","Clark County, Nevada",38.3,70797,1612099,436898,2322985,990484,1332501,0.573615843408373,1,0.271011891949564,2
"32031","Washoe County, Nevada",39.2,80125,349571,110180,496745,312337,184408,0.37123272504001,0,0.315186328385364,2
"33005","Cheshire County, New Hampshire",43.7,77757,56127,22473,77350,71558,5792,0.0748804137039431,0,0.40039553156235,4
"33009","Grafton County, New Hampshire",44.9,82045,67164,30188,91126,81194,9932,0.108991945218708,0,0.449466976356381,4
"33011","Hillsborough County, New Hampshire",40.6,96921,308732,125719,426594,344208,82386,0.193125079115037,0,0.407210784758302,3
"33013","Merrimack County, New Hampshire",42.7,84690,114391,46920,156020,141909,14111,0.0904435328804,0,0.410172128926227,4
"33015","Rockingham County, New Hampshire",44.9,107442,238592,110190,319424,289262,30162,0.0944262171909437,0,0.461834428648069,4
"33017","Strafford County, New Hampshire",38.3,83119,90024,38475,132275,116605,15670,0.118465318465318,0,0.427386030391895,2
"34001","Atlantic County, New Jersey",42.7,77248,193298,62845,275638,154234,121404,0.440447253281478,0,0.32511976326708,4
"34003","Bergen County, New Jersey",42.2,114336,677563,350858,952997,518539,434458,0.455886010134345,0,0.517823434868787,4
"34005","Burlington County, New Jersey",41.5,100478,333534,139649,466103,300169,165934,0.356002857737453,0,0.418694945642723,3
"34007","Camden County, New Jersey",38.8,81768,363709,132884,524907,287986,236921,0.451358050092683,0,0.365358019735558,2
"34009","Cape May County, New Jersey",51.6,84870,74740,28219,95634,80167,15467,0.161731183470314,0,0.377562215681028,4
"34011","Cumberland County, New Jersey",38.2,60755,103185,19620,151356,72805,78551,0.518981738418034,1,0.190143916266899,2
"34013","Essex County, New Jersey",38,74994,574470,220755,849477,258448,591029,0.695756330071326,1,0.384275941302418,2
"34015","Gloucester County, New Jersey",40.6,98301,211418,78335,306601,230638,75963,0.24775848741524,0,0.370521904473602,3
"34017","Hudson County, New Jersey",35.9,83056,509717,244136,703366,219327,484039,0.68817514636761,1,0.478963817176982,1
"34019","Hunterdon County, New Jersey",46.3,142518,95415,55981,129777,106134,23643,0.182181742527567,0,0.586710684902793,4
"34021","Mercer County, New Jersey",40.1,95668,260972,120966,380688,181200,199488,0.524019669650738,1,0.463520990757629,3
"34023","Middlesex County, New Jersey",39.5,102400,595922,268145,861418,352035,509383,0.591330805718014,1,0.449966606367947,2
"34025","Monmouth County, New Jersey",43.6,118194,458939,239814,644098,482458,161640,0.250955599924235,0,0.522540032553346,4
"34027","Morris County, New Jersey",42.4,131795,364514,214848,511151,348590,162561,0.318029310321216,0,0.589409460267644,4
"34029","Ocean County, New Jersey",41.4,81101,446582,153340,655735,545239,110496,0.168507095091767,0,0.343363592800426,3
"34031","Passaic County, New Jersey",38,79955,345942,106153,513936,211716,302220,0.588049873914262,1,0.306852015655804,2
"34033","Salem County, New Jersey",41.1,77898,46984,11769,65117,46861,18256,0.280356896048651,0,0.250489528350077,3
"34035","Somerset County, New Jersey",42.5,135577,246568,146397,346875,182899,163976,0.472723603603604,0,0.593738846890107,4
"34037","Sussex County, New Jersey",44,113640,107235,43116,146084,120286,25798,0.176597026368391,0,0.402070219611134,4
"34039","Union County, New Jersey",39.4,98028,389743,151812,569815,223784,346031,0.607269025911919,1,0.389518220981519,2
"34041","Warren County, New Jersey",44,98867,81773,31966,110926,85072,25854,0.233074301786777,0,0.390911425531655,4
"35001","Bernalillo County, New Mexico",39.1,65075,472501,182171,672508,323154,349354,0.519479322179067,1,0.38554627397614,2
"35013","Doña Ana County, New Mexico",34.1,51967,138060,39495,223337,89138,134199,0.600881179562724,1,0.286071273359409,1
"35025","Lea County, New Mexico",32.4,58150,43115,5197,72452,28351,44101,0.608692651686634,1,0.120538095790328,1
"35031","McKinley County, New Mexico",33.8,45636,44054,6084,69830,7325,62505,0.895102391522268,1,0.138103236936487,1
"35035","Otero County, New Mexico",37.5,54093,46300,10159,68823,35206,33617,0.488455894105168,0,0.219416846652268,2
"35043","Sandoval County, New Mexico",41.4,83639,108498,37573,153501,79726,73775,0.480615761460837,0,0.346301314309941,3
"35045","San Juan County, New Mexico",37.7,50264,79691,14448,120418,47066,73352,0.609144812237373,1,0.181300272301766,2
"35049","Santa Fe County, New Mexico",48.5,72544,119111,54234,155664,81518,74146,0.476320793503957,0,0.455323185935808,4
"35061","Valencia County, New Mexico",39.9,48638,54070,11515,78080,38493,39587,0.507005635245902,1,0.212964675420751,3
"36001","Albany County, New York",38.9,77049,212684,93158,315811,219273,96538,0.305682829287137,0,0.438011321961219,2
"36005","Bronx County, New York",35.8,45517,911656,199135,1379946,186187,1193759,0.865076604446841,1,0.218432171784094,1
"36007","Broome County, New York",39.6,60616,131695,41439,197117,158221,38896,0.197324431682706,0,0.314658870875887,3
"36009","Cattaraugus County, New York",43.3,50508,53755,11667,76439,66608,9831,0.128612357566164,0,0.217040275323226,4
"36011","Cayuga County, New York",44.1,64031,55029,14668,74998,66097,8901,0.118683164884397,0,0.266550364353341,4
"36013","Chautauqua County, New York",43.4,55457,89785,23786,126027,109205,16822,0.133479333793552,0,0.264921757531882,4
"36015","Chemung County, New York",43.1,55845,58065,15690,81426,68708,12718,0.156190897256405,0,0.270214414879876,4
"36019","Clinton County, New York",41.7,66152,55807,16387,78753,69773,8980,0.114027402130712,0,0.293636998942785,3
"36027","Dutchess County, New York",42.8,90889,211709,88921,297545,206674,90871,0.305402544152985,0,0.420015209556514,4
"36029","Erie County, New York",40.3,70044,674145,253846,950312,700076,250236,0.263319836011752,0,0.376545105281505,3
"36045","Jefferson County, New York",34.4,56423,74957,19991,116637,96752,19885,0.170486209350378,0,0.266699574422669,1
"36047","Kings County, New York",36.6,73951,1815204,769512,2590516,972250,1618266,0.62468867206379,1,0.423925905848599,1
"36053","Madison County, New York",43.4,69986,46411,14889,67097,61329,5768,0.0859650953097754,0,0.320807567171576,4
"36055","Monroe County, New York",39.5,67923,526117,213516,752035,520316,231719,0.308122627271337,0,0.405833683382213,2
"36059","Nassau County, New York",41.8,136984,972510,479188,1383726,786767,596959,0.431414167255656,0,0.49273323667623,3
"36061","New York County, New York",39.1,95866,1224634,789449,1596273,757592,838681,0.525399477407687,1,0.644640766139108,2
"36063","Niagara County, New York",43.1,63441,152381,43917,210880,174725,36155,0.171448216995448,0,0.288205222435868,4
"36065","Oneida County, New York",41.3,64316,158982,47850,228846,184241,44605,0.194912736075789,0,0.300977469147451,3
"36067","Onondaga County, New York",39.8,70968,321630,125903,468249,349002,119247,0.254665786792924,0,0.391452911730871,3
"36069","Ontario County, New York",44,76424,81348,29079,112707,99397,13310,0.118093818485099,0,0.357464227762207,4
"36071","Orange County, New York",36.9,89037,261018,80806,405941,244032,161909,0.398848601151399,0,0.309580182209656,1
"36075","Oswego County, New York",41.1,58984,81457,16678,118287,109696,8591,0.0726284376136008,0,0.204746062339639,3
"36079","Putnam County, New York",44.3,111102,71319,32333,98045,73163,24882,0.253781426895813,0,0.453357450328804,4
"36081","Queens County, New York",40.9,80557,1664139,589793,2278029,575078,1702951,0.747554574590578,1,0.354413303215657,3
"36083","Rensselaer County, New York",40.6,83109,113271,41641,159853,126890,32963,0.20620820378723,0,0.367622780764715,3
"36085","Richmond County, New York",40.8,93164,345380,117560,491133,290752,200381,0.407997426359051,0,0.340378713301291,3
"36087","Rockland County, New York",34.9,100397,207590,93939,339022,215211,123811,0.365200488463875,0,0.452521797774459,1
"36089","St. Lawrence County, New York",38.9,59683,70893,17052,107733,99456,8277,0.0768288268218652,0,0.240531505226186,2
"36091","Saratoga County, New York",43.8,93301,174096,77756,238797,209775,29022,0.121534190128017,0,0.446627148240051,4
"36093","Schenectady County, New York",40.1,74765,111014,42239,160093,110635,49458,0.308932932732849,0,0.380483542616247,3
